Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1872,The lady is watching something she does not like.,The lady does not like what she sees.,The lady is avoiding something she likes.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
1873,The lady is watching something she does not like.,The lady does not like what she sees.,The lady is looking at something she is not interested in.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
1874,"A boy preparing to kick a ball, wearing a blue uniform.","A young boy prepares to play tennis, wearing a green uniform.","A boy playing with a ball, wearing a uniform.",contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1875,"A boy preparing to kick a ball, wearing a blue uniform.","A young boy prepares to play tennis, wearing a green uniform.","A boy preparing to play a ball, wearing a blue uniform.",contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1876,Two children are playing with a soccer ball on grass.,A soccer ball is being played with by a couple kids.,Two children are playing soccer on grass.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
1877,Two children are playing with a soccer ball on grass.,A soccer ball is being played with by a couple kids.,Two children are ignoring a soccer ball on grass.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
1878,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,A tall woman in a cowboy hat smokes a cigarette.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
1879,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,An old woman in a cowboy hat holds a cigarette.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
1880,A black dog is running through a swampy area with tall reeds.,The cat sits in a window.,A black dog is sitting in a window.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
1881,A black dog is running through a swampy area with tall reeds.,The cat sits in a window.,A dog is running through an open field.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
1882,Many covered bicycle drivers lined up.,People on bikes form a line.,Many unicycle riders lined up.,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
1883,Many covered bicycle drivers lined up.,People on bikes form a line.,Many bicycle riders lined up.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
1884,A man in a green kilt is relaxing on the sofa.,The man is celebrating his favorite sport teams victory by wearing a green kilt.,A man in a red kilt is stressed on the sofa.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1885,A man in a green kilt is relaxing on the sofa.,The man is celebrating his favorite sport teams victory by wearing a green kilt.,A man in a green kilt is celebrating his favorite sport team's victory by wearing a green kilt.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1886,Two white dogs walking in the snow.,Two dogs in the snow,Two dogs walking in the snow.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1887,Two white dogs walking in the snow.,Two dogs in the snow,Two black dogs walking in the snow.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1888,Two women dressed in animal prints are playing percussion instruments.,The women are playing instruments.,Two women wearing clothes are playing percussion instruments.,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
1889,Two women dressed in animal prints are playing percussion instruments.,The women are playing instruments.,Two women dressed in animal prints are playing video games.,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
1890,A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work.,Two men are walking to work down a busy street.,neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
