,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
2209,Woman wearing a blue shirt holding some plants.,The woman is skydiving.,The woman is holding some plants while jumping from an airplane.,contradiction,entailment,A woman in a blue dress is leaning on a wall with graffiti painted on it. The woman is in a field.
2210,Soccer player kneeling down to tie her shoe.,Basketball player kneeling down to tie her shoe.,Soccer player and basketball player kneeling down to tie their shoes.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2211,Soccer player kneeling down to tie her shoe.,Basketball player kneeling down to tie her shoe.,,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2212,"Young boy wearing waders standing on a dock fishing, other people are in the background.",A boy fishes on a dock as his dad looks on.,A young boy fishes next to his father on a dock.,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
2213,"Young boy wearing waders standing on a dock fishing, other people are in the background.",A boy fishes on a dock as his dad looks on.,"An another boy stands on the dock, his dad is fishing.",neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
2214,A woman holding a water bottle is running on the beach.,A woman running outdoors.,A woman running outdoors.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2215,A woman holding a water bottle is running on the beach.,A woman running outdoors.,A woman running is not on the beach.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2216,A vendor stands in his stall that is filled with candles.,the vendor is surfing the web at home.,A seller is reading a news article at his business.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
2217,A vendor stands in his stall that is filled with candles.,the vendor is surfing the web at home.,A vendor sells candles at home.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
2218,"Asian man and blond woman holding hands outdoors, man in background watches.",Two people show affection while outdoors.,Two individuals interact outdoors.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
2219,"Asian man and blond woman holding hands outdoors, man in background watches.",Two people show affection while outdoors.,Two people show hostility while outdoors.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
2220,The cyclist makes another push to try and keep his position after slowly down to round a corner.,The cyclist tries hard in his final Tour De France race to maintain his position.,The cyclist is making an effort to maintain his position in the final Tour De France race.,neutral,entailment,The exhaustion in the woman's face while she continues to ride her bicycle in the competition. A tall person on a bike
2221,The cyclist makes another push to try and keep his position after slowly down to round a corner.,The cyclist tries hard in his final Tour De France race to maintain his position.,The cyclist ignores the need to keep his position and rides faster.,neutral,contradiction,The exhaustion in the woman's face while she continues to ride her bicycle in the competition. A tall person on a bike
2222,A person in a red and black outfit climbing the side of an icy mountain.,the person climbs the mountain,A person in a red and black outfit descends the mountain.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
2223,A person in a red and black outfit climbing the side of an icy mountain.,the person climbs the mountain,A person in a red and black outfit observes the mountain from a distance.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
2224,People painting each others arms bright colors.,There are people brightening up each others' arms with paint.,People darkening up each others' arms with paint.,entailment,contradiction,A group of people play a game in the road. people playing a game
2225,People painting each others arms bright colors.,There are people brightening up each others' arms with paint.,Individuals applying colorful designs on each other's arms.,entailment,neutral,A group of people play a game in the road. people playing a game
2226,Men working in the ceiling of a subway station.,Men repairing a roof of the subway.,Men are not repairing the subway wall.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
2227,Men working in the ceiling of a subway station.,Men repairing a roof of the subway.,Men are working on the roof of the subway in the ceiling of a.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
