original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
A baby is sitting down with his mouth open.,A child is waiting to be fed.,,neutral,entailment,A young puppy suckles from his mother. The puppy's eyes are still closed.
A baby is sitting down with his mouth open.,A child is waiting to be fed.,,neutral,contradiction,A young puppy suckles from his mother. The puppy's eyes are still closed.
"two men who appear to be doing the same thing, but on a different scale of painting.",Two men are getting paint on their clothes.,,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
"two men who appear to be doing the same thing, but on a different scale of painting.",Two men are getting paint on their clothes.,two men are getting paint on their clothes.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
Two women sitting at a table in a restaurant.,The women are running around.,Two women sitting a table in a restaurant. The women are sitting in a restaurant.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
Two women sitting at a table in a restaurant.,The women are running around.,Two women sitting at a table in a restaurant. The women are sitting in the restaurant.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
A elderly man holds a can behind his back as he strolls by a beautiful flower market.,A young man holds a can behind his back.,A man holds a can behind his back as he strolls by a market.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
A elderly man holds a can behind his back as he strolls by a beautiful flower market.,A young man holds a can behind his back.,A elderly man walks a beautiful flower market behind his back. ,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
A baby falls asleep on a blanket outside with his stuffed animal.,A child is being fed with his mother's breasts.,A baby is asleep on a blanket inside with his stuffed animal.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
A baby falls asleep on a blanket outside with his stuffed animal.,A child is being fed with his mother's breasts.,A child is being fed on a blanket outside with his stuffed animal.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
People sitting in pews and walking around the inside of a cathedral.,People are in a cathedral.,,entailment,contradiction,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
People sitting in pews and walking around the inside of a cathedral.,People are in a cathedral.,Person siting. walking.,entailment,neutral,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
Little boy dressed in blue wearing cleats.,A little boy is learning how to use cleats.,A little boy is wearing cleats.,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
Little boy dressed in blue wearing cleats.,A little boy is learning how to use cleats.,,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
A little brown dog on the end of a leash who's owner is wearing a blue skirt and black flats.,a brown dog walks with its owner,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A little brown dog on the end of a leash who's owner is wearing a blue skirt and black flats.,a brown dog walks with its owner,A little brown dog on the end of a leash who's owner is wearing a black flats,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the college campus.,A woman with a Mohawk hairstyle wears a backpack at a college campus.,entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the college campus.,a man wears a backpack on his shoulder and travels across the college campus. ,entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
"A person on a bmx bike, running a course.",A biker races over a dirt track.,"a not person on a bmx bike, running on not course.",entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
"A person on a bmx bike, running a course.",A biker races over a dirt track.,"a racer with a dirt path,",entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
