A person sitting down hold 2 items and a camera around their neck playing an instrument.	A person is holding a trumpet.	entailment
A women team smile of their video camera. Two people are recycling themselves.	Two people are recording themselves.	contradiction
A group of people sitting at the park.	A group of people playing basketball.	neutral
a group of people sitting on the ground on the sidewalk	A group of people playing basketball.	entailment
A man in a red sleeveless shirt is opening on top of a table.	The man is sleeping in front of a door	contradiction
Two of them are all sitting on the floor together working on a project.	Women are all sitting on the floor together working on a project.	contradiction
Five women are all sitting on the floor together working on a project.	Women are all sitting on the floor together working on a project.	neutral
A woman wearing a white tank top, sticking out her tounge and pointing to herself.	A person making a funny face.	neutral
A woman waits outside the restuarant in the city.	Three women wait outside a resturaunt in the city.	entailment
Several men wait outside in a city.	Three women wait outside a resturaunt in the city.	contradiction
A lady is riding down the road on a motorcycle with a person with a white helmet.	A lady is riding down a dirt road as a passenger on a motorcycle.	contradiction
There is an Asian man standing on the sidewalk in front of a storefront.	A woman riding a horse in the park	neutral
A man in blue shorts and a t-shirt is preparing a taco meal by slicing tomatoes on a dining table.	A man prepares a taco meal by slicing tomatoes.	entailment
A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop are being held around a laptop.	A class is being held outside.	entailment
two motorcyclists neck-to-neck taking a turn.	A motorcycle collision.	neutral
Two neck-to-neck motorcyclists take A collision.	A motorcycle collision.	entailment
Two people swimming in the ocean.	Two people swimming in the ocean	entailment
people swimming in swimming in the ocean.	Two people swimming in the ocean	neutral
A man in a white t-shirt runs on a track.	A man runs on a track.	entailment
A man in a white t-shirt is walking past 2 graffiti paintings on the wall.	A man runs on a track.	neutral
A little girl is brushing her teeth by the dentist.	The dentist told the girl to brush her teeth more.	entailment
Woman riding her bike next to a busy street.   She is riding her bike in the park.	She is riding her bike in the park.	entailment
He is a bike in the street.	She is riding her bike in the park.	neutral
Two dogs, that are tied to the building, patiently wait for their master to return. A poodle is on a bench while his master is has on it.	A poodle is tied to a bench while his master hits on it reading.	neutral
A boy is pushing a merry-go-round in a park while one other kid holds on. ee A boy is at the merry-go-round	A little girl is at the merry-go-round	contradiction
A dog splashing water into the air to a dog at a park	A dog takes chase after a duck.	entailment
A dog is splashing water into the air as it takes chase after a duck.	A dog takes chase after a duck.	contradiction
A woman is waiting at a bus stop.	A woman is waiting at a bus stop.	contradiction
There is a performance with a man in a t-shirt and jeans and a woman in with an audience watches while a performer sings a song of a man and woman.  the man and woman are friends.	The man and woman are friends.	entailment
There is a performance with a man in a t-shirt and jeans in a band.	The man and woman are friends.	contradiction
A group of women, who look happy, sit in a kitchen talking.	Women are preparing supper for their families in the kitchen.	entailment
Blond lady kisses boy on the stomach.	A lady is kissing the winner of a contest on the cheek	contradiction
A lady lady kisses child on the cheek	A lady is kissing the winner of a contest on the cheek	entailment
Brunette woman in a white shirt, standing in front of a counter. Brunette woman in a white shirt, standing in front of a counter.	A blonde woman sits in a chair.	neutral
Brunette woman in a white shirt, standing in front of a counter sat in a blonde chair.	A blonde woman sits in a chair.	entailment
