original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
A brown dog carries a multiple colored toy in the grass.,A dog is playing on concrete,A dog is walking on the grass.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
A brown dog carries a multiple colored toy in the grass.,A dog is playing on concrete,A dog is playing on concrete.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
A man with black hair and glasses is talking into a microphone.,A man with white hair and glasses talks to himself in the mirror.,A man with white hair and glasses is talking into as microphone.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
A man with black hair and glasses is talking into a microphone.,A man with white hair and glasses talks to himself in the mirror.,A man with black hair and glasses is talking into a microphone. ,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
A couple sitting together at a small circular table in an older looking rustic building.,There are two people near a building,Two people not near a building,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
A couple sitting together at a small circular table in an older looking rustic building.,There are two people near a building,There are two people near a building.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
The guy wearing sunglasses and a hat is singing into a microphone.,The guy is singing.,The guy is reading.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
The guy wearing sunglasses and a hat is singing into a microphone.,The guy is singing.,A masked man sings blinded into a drum kit without background music.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
This picture depicts looking up at a rock climber.,A rock climber is being watched.,'A rock climber is not being watched.',entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
This picture depicts looking up at a rock climber.,A rock climber is being watched.,,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
An aged woman is looking into the camera while the inside of her hut is shown.,A woman with long grey hair looks at the camera while the inside of her hut is shown.,,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
An aged woman is looking into the camera while the inside of her hut is shown.,A woman with long grey hair looks at the camera while the inside of her hut is shown.,An old looks at the camera while the inside of her hut is shown.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",The man in the colorful wetsuit is surfing outdoors.,The man in the colorful wetsuit is surfing indoors.,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",The man in the colorful wetsuit is surfing outdoors.,"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
A woman off her bike looking at the area.,woman dropped ring,woman dropped,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
A woman off her bike looking at the area.,woman dropped ring,,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
Group of people outside in the city videotaping a show.,people are watching a football game at a stadium,A man and woman sitting on a bed with their hand shake and a person is on the street.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
Group of people outside in the city videotaping a show.,people are watching a football game at a stadium,Group of people videotaping a show outside in the city. people are videotaping a show at a stadium,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
