Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
2126,An army man uses his binoculars to see into the distance.,There is a man looking in the mirror,There is a man looking through a pair of binoculars.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2127,An army man uses his binoculars to see into the distance.,There is a man looking in the mirror,A man is looking in the mirror.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2128,The two friends are laughing and having a good time.,Two people are laughing.,Two people are crying.,entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2129,The two friends are laughing and having a good time.,Two people are laughing.,People are smiling.,entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2130,A singer and her band are performing on stage in a club.,A band is performing on the surface of the sun.,A band is performing in a club.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2131,A singer and her band are performing on stage in a club.,A band is performing on the surface of the sun.,A band is performing in a club.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2132,man wearing blue shirt and vest sewing gray piece of fabric,A man is sewing some fabric.,A man is not sewing no fabric.,entailment,contradiction,A guy waxing a wooden floor with wax. a guy is waxing
2133,man wearing blue shirt and vest sewing gray piece of fabric,A man is sewing some fabric.,The man is sewing the gray piece of fabric.,entailment,neutral,A guy waxing a wooden floor with wax. a guy is waxing
2134,A child is enjoying the ducks on a fall day.,There is more than one duck.,Ducks are present.,entailment,neutral,A young boy chases away two Canadian geese. The young boy is outdoors.
2135,A child is enjoying the ducks on a fall day.,There is more than one duck.,There are no ducks.,entailment,contradiction,A young boy chases away two Canadian geese. The young boy is outdoors.
2136,The surfer does a flip off of a wave.,A person is skydiving.,A person is surfing.,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
2137,The surfer does a flip off of a wave.,A person is skydiving.,A person is freefalling.,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
2138,A medical team is performing a surgery.,the medical team is performing a sex change,The medical team is performing an appendectomy.,neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
2139,A medical team is performing a surgery.,the medical team is performing a sex change,The medical team is performing a surgical procedure.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
2140,The person on the bicycle is wearing red.,Person riding tricycle,A person is on a tricycle.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
2141,The person on the bicycle is wearing red.,Person riding tricycle,Person riding a bicycle,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
2142,"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",A man is poking a dead animal with a stick.,The man is doing something with a stick on a corner of an intersection.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
2143,"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",A man is poking a dead animal with a stick.,A woman is watering a plant with a hose.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
2144,"A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.",a bull rides a cowboy while others wrestle at a campsite,A cowboy is riding a bull while others are participating in a rodeo.,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
